qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:26183,26183,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26183,Berbara Jbayl,بربارة,LB26183,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26189,26189,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26189,Kfar Kiddeh,كفر كده,LB26189,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26211,26211,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26211,Ehmej,اهمج,LB26211,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26212,26212,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26212,Aalmat Ech-Chamliyeh,علمات الشمالية,LB26212,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26213,26213,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26213,Mazraat El-Maaden,مزرعة المعادن,LB26213,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26214,26214,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26214,Aalmat Ej-Jnoubiyeh,حصنا,LB26214,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26215,26215,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26215,Tourzaiya,طورزيا,LB26215,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26217,26217,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26217,Ferhet,فرحت,LB26217,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26218,26218,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26218,Michmich Jbayl,مشمش جبيل,LB26218,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26219,26219,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26219,Aalita,عاليتا,LB26219,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26220,26220,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26220,Souanet Jbayl,صوانة ,LB26220,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26221,26221,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26221,Aain Ed-Delbeh Jbayl,عين الدلبة جبيل,LB26221,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26223,26223,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26223,Frat,فرات,LB26223,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26224,26224,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26224,Kfar Baal,كفر بعال,LB26224,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26226,26226,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26226,Hjoula,حجولا,LB26226,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26227,26227,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26227,Aain Jrain,عين جرين,LB26227,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26229,26229,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26229,Hsoun,حصون,LB26229,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26231,26231,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26231,Mchaneh,مشان,LB26231,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26233,26233,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26233,Lehfed,لحفد,LB26233,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26234,26234,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26234,Habil,هابيل,LB26234,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26236,26236,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26236,Jouret El-Qattine,جورة القطين,LB26236,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26237,26237,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26237,Birket Hjoula,بركة حجولا,LB26237,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26239,26239,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26239,Adonis Jbayl,ادونيس,LB26239,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26241,26241,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26241,Ras Osta,راس اسطا,LB26241,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26243,26243,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26243,Bichtlida,بشتليدا,LB26243,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26244,26244,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26244,Bchille Jbayl,بشلّلي,LB26244,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26246,26246,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26246,Zibdine Jbayl,زبدين,LB26246,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26247,26247,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26247,Haqel,حقل,LB26247,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26249,26249,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26249,Kharbet Jbayl,خاربة جبيل,LB26249,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26251,26251,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26251,Qottara Jbayl,قطارة,LB26251,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26253,26253,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26253,Brayj Jbayl,بريج,LB26253,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26254,26254,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26254,Sebrine,سربين,LB26254,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26256,26256,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26256,Aabaydat,عبيدات,LB26256,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26257,26257,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26257,Mayfouq,ميفوق,LB26257,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26259,26259,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26259,Behdaydat,بحديدات,LB26259,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26261,26261,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26261,Ramout,الراموط,LB26261,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26263,26263,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26263,Saqiet El-Khayt,ساقية الخيط,LB26263,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26264,26264,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26264,Kfar Qouas,كفر قواص,LB26264,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26266,26266,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26266,Fatre,فتري,LB26266,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26267,26267,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26267,Kfoun,كفون,LB26267,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26269,26269,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26269,Bintaael,بنتاعل,LB26269,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26271,26271,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26271,Beit Habbaq,بيت حبّاق,LB26271,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26273,26273,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26273,Kafr,كفر الفتوح,LB26273,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26274,26274,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26274,Jlisseh,جليسه,LB26274,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26276,26276,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26276,Bejjeh,بجه,LB26276,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26277,26277,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26277,Ghalboun,غلبون,LB26277,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26279,26279,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26279,Chamate,شامات,LB26279,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26281,26281,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26281,Hbaline,حبالين,LB26281,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26283,26283,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26283,Bmehrayn,بمهرين,LB26283,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26284,26284,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26284,Hboub,حبوب,LB26284,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26286,26286,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26286,Hsarat,حصارات,LB26286,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26287,26287,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26287,Kfar Mashoun,كفر مسحون,LB26287,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26289,26289,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26289,Aain Kfaa,عين كفاع,LB26289,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26291,26291,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26291,Ghofrine,غرفين,LB26291,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26293,26293,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26293,Maad,معاد,LB26293,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26294,26294,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26294,Gharzouz,غرزوز,LB26294,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26295,26295,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26295,Chikhane,شيخان,LB26295,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26296,26296,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26296,Chmout,شموت,LB26296,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26297,26297,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26297,Bekhaaz,بخعاز,LB26297,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26298,26298,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26298,Fghal,فغال,LB26298,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26299,26299,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26299,Bayzoun,بزيون,LB26299,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26311,26311,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26311,Qartaba,قرطبا,LB26311,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26314,26314,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26314,Mar Sarkis,دير مار سركيس,LB26314,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26317,26317,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26317,Aain El-Ghouaybeh,عين الغويبة,LB26317,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26321,26321,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26321,Mazraat Es Siyad,مزرعة السياد,LB26321,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26324,26324,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26324,Hdeine,هدينة,LB26324,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26327,26327,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26327,Janneh,جنة,LB26327,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26331,26331,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26331,Lassa,لاسا,LB26331,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26334,26334,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26334,Seraaiita,سرعيتا,LB26334,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26337,26337,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26337,Ghabat,غابات,LB26337,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26341,26341,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26341,Mghayreh Jbeil,مغيره,LB26341,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26344,26344,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26344,Tadmor,تدمر,LB26344,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26347,26347,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26347,Yanouh Jbayl,يانوح,LB26347,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26351,26351,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26351,Qorqraiya,قرقريا,LB26351,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26354,26354,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26354,Boulhos,بلحص,LB26354,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26357,26357,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26357,Majdel El-Aqoura,المجدل,LB26357,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26361,26361,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26361,Laqlouq,اللقلوق,LB26361,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26364,26364,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26364,Afqa Jbayl,افقا,LB26364,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26367,26367,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26367,Qahmez,قهمز,LB26367,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26371,26371,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26371,Aaqoura,عاقورة,LB26371,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26374,26374,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26374,Aarab El-Lahib,عرب اللهيب,LB26374,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26377,26377,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26377,Saqi Richmaya,سقي رشميا,LB26377,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26381,26381,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26381,Jaj,جاج,LB26381,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26384,26384,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26384,Tartij,ترتج,LB26384,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26388,26388,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26388,Hema Mar Maroun Aannaya,حمى مار مارون عنَايا,LB26388,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26390,26390,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26390,Hema Er-Rehban,حمى الرهبان,LB26390,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:26392,26392,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:34,1603:16:422:3:26392,Aarasta,عرستا,LB26392,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31111,31111,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31111,Trablous Ez-Zeitoun,طرابلس الزيتون,LB31111,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31116,31116,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31116,"Trablous El-Haddadine, El-Hadid, El-Mharta",الحدادين,LB31116,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31121,31121,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31121,Trablous Et-Tell,التل,LB31121,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31126,31126,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31126,Trablous En-Nouri,النوري,LB31126,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31131,31131,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31131,Trablous El Mhatra,المهاترة,LB31131,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31136,31136,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31136,Trablous Er-Remmaneh,الرمانة,LB31136,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:31141,31141,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:56,1603:16:422:3:31141,Trablous Es-Souayqa,السويقة,LB31141,Tripoli,طرابلس,LB56,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
