qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:34266,34266,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34266,Ijdabra,اجدبرا,LB34266,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34267,34267,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34267,Helta,حلتا ,LB34267,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34269,34269,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34269,Aabrine,عبرين,LB34269,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34271,34271,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34271,Kfar Hay,كفرحي,LB34271,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34273,34273,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34273,Nahleh El-Batroun,نحلا  البترون,LB34273,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34274,34274,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34274,Jebla,جبلا,LB34274,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34276,34276,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34276,Rachkida,راشكيدا,LB34276,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34277,34277,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34277,Boqsmaiya,بقسميا,LB34277,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34279,34279,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34279,Daael,داعل,LB34279,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34281,34281,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34281,Kfar Khollos,كفر خلص,LB34281,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34283,34283,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34283,Qatnaaoun,قرنعون,LB34283,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34284,34284,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34284,Ras Nahhach,راس نحاش,LB34284,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34286,34286,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34286,Ouajh El-Hajjar,وجه الحجر,LB34286,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34287,34287,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34287,Hamat,حامات,LB34287,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34311,34311,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34311,Douma,دوما,LB34311,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34316,34316,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34316,Bcheaali,بشعلة,LB34316,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34321,34321,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34321,Beit Chlala,بيت شلالا,LB34321,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34326,34326,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34326,Deir Mar Youhanna EL-Batroun,دير مار يوحنا دوما,LB34326,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34331,34331,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34331,Bechtoudar,بشتودار,LB34331,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34336,34336,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34336,Kfar Hilda,كفر حلدا,LB34336,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34341,34341,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34341,Kfour El-Aarbi,كفور العربي,LB34341,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34346,34346,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34346,Ram El-Batroun,الرام البترون,LB34346,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34351,34351,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34351,Hadtoun,حدتون,LB34351,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34356,34356,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34356,Tannourine Et-Tahta,تنورين التحتا,LB34356,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34361,34361,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34361,Hardine,حردين,LB34361,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34366,34366,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34366,Chatine,شاتين,LB34366,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34371,34371,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34371,Beit Kassab,بيت كسّاب,LB34371,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34374,34374,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34374,Deir Billa,ديربلا,LB34374,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34376,34376,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34376,Niha El-Batroun,نيحا البترون,LB34376,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34381,34381,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34381,Ouata Houb,وطى حوب,LB34381,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:34386,34386,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:52,1603:16:422:3:34386,Tannourine El-Faouqa,تنورين الفوقا,LB34386,El Batroun,البترون,LB52,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35001,35001,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35001,Litige,,LB35001,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35002,35002,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35002,Litige,,LB35002,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35003,35003,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35003,Litige,,LB35003,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35111,35111,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35111,Halba,حلبا,LB35111,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35113,35113,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35113,Cheikh Mohammad,الشيخ محمد,LB35113,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35115,35115,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35115,Nfisseh,النفيسة,LB35115,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35117,35117,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35117,Idbil,عدبل,LB35117,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35119,35119,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35119,Kroum El-Aarab,كروم العرب,LB35119,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35121,35121,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35121,Cheikh Taba Es-Sahl,الشيخ طابا السهل,LB35121,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35123,35123,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35123,Cheikh Taba,الشيخ طابا,LB35123,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35125,35125,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35125,Jdidet Ej-Joumeh,جديدة الجومه,LB35125,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35126,35126,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35126,Daouret Aakkar,الدوره,LB35126,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35127,35127,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35127,Zouarib,الزواريب,LB35127,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35128,35128,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35128,Majdel Akkar,المجدل عكار,LB35128,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35129,35129,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35129,Minyara,منيارة,LB35129,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35131,35131,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35131,Hakour,مشيلحة الحاكور,LB35131,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35133,35133,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35133,Karm Aasfour,كرم عصفور,LB35133,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35134,35134,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35134,Mazraat Beit Ghattas,بيت غطاس,LB35134,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35135,35135,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35135,Qantarat Aakkar,القنطرة,LB35135,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35137,35137,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35137,Machha,مشحة,LB35137,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35139,35139,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35139,Hayzouq,حيزوق,LB35139,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35141,35141,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35141,Aarqa,عرقا,LB35141,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35143,35143,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35143,Souaisset Aakkar,السويسة,LB35143,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35145,35145,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35145,Ilat,ايلات,LB35145,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35147,35147,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35147,Bqerzla,بقرزلا,LB35147,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35149,35149,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35149,Deir Dalloum,دير دلوم,LB35149,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35151,35151,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35151,Zouq El Hosniyeh,ذوق الحصينة,LB35151,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35153,35153,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35153,Zouq El-Hbalsa,ذوق الحبالصة,LB35153,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35155,35155,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35155,Dahr Laissine,ضهر ليسينه,LB35155,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35157,35157,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35157,Kfar Harra,كفرحره,LB35157,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35158,35158,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35158,Balde WaMazraatBaldeh,بلدي,LB35158,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35159,35159,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35159,Zouq El-Hadara,ذوق حدارة,LB35159,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35161,35161,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35161,Zouq El-Moqachrine,ذوق المقشرين,LB35161,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35163,35163,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35163,Jebrayel,جبرائيل,LB35163,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35167,35167,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35167,Mar Touma,مار توما,LB35167,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35169,35169,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35169,Hedd,الهد,LB35169,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35171,35171,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35171,Tikrit,تكريت,LB35171,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35173,35173,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35173,Tallet Chattaha,شطاحة,LB35173,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35174,35174,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35174,Beit Mellat,بيت ملات,LB35174,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35175,35175,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35175,Beino,بينو,LB35175,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35177,35177,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35177,Aayoun Aakkar,العيون,LB35177,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35179,35179,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35179,Qboula,قبولا,LB35179,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35181,35181,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35181,Chaqdouf,الشقدوف,LB35181,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35183,35183,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35183,Borj Aakkar,البرج عكار,LB35183,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35185,35185,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35185,Aaiyat,عيات,LB35185,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35187,35187,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35187,Aain Yaaqoub,عين يعقوب,LB35187,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35189,35189,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35189,Bezbina,بزبينا,LB35189,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35191,35191,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35191,Aakkar El-Aatiqa,عكار العتيقة,LB35191,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35211,35211,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35211,Tall Aabbas El-Gharbi,تلعباس غربي,LB35211,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35213,35213,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35213,Tall Aabbas Ech-Charqi,تل عباس الشرقي,LB35213,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35215,35215,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35215,Koueikhat,الكويخات,LB35215,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35216,35216,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35216,Khreibet Ej-Jindi,خريبة الجندي,LB35216,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35217,35217,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35217,Saadine,سعدين,LB35217,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35219,35219,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35219,Haouchab,هوشب,LB35219,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35221,35221,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35221,Hayssa,الحيصة,LB35221,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35223,35223,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35223,Hokr Etti,حكر قتة,LB35223,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35224,35224,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35224,Chir Hmairine,شير حمارين,LB35224,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35225,35225,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35225,Darine,دارين,LB35225,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35227,35227,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35227,Sammouniyeh,السمونيه,LB35227,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35229,35229,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35229,Massaaoudiyeh,المسعودية,LB35229,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35231,35231,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35231,Tall Meaayan Tall Kiri,تلمعيان,LB35231,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35233,35233,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35233,Qaabrine,قعبرين,LB35233,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35234,35234,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35234,Kfar Melki Aakkar,كفرملكي,LB35234,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35235,35235,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35235,Tall Bireh,تلبيرة,LB35235,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35237,35237,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35237,Tall Hmayra,تلحميرة,LB35237,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35239,35239,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35239,Hokr Jouret Srar,حكر جورة سرار,LB35239,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35241,35241,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35241,Barcha,برشا,LB35241,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35243,35243,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35243,Qleiaat Aakkar,القليعات,LB35243,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35245,35245,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35245,Kneisset Aakkar,الكنيسة,LB35245,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
