#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:71334,71334,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71334,Douair En-Nabatiyeh,الدوير النبطية,LB71334,Douair En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71337,71337,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71337,Jibchit,جبشيت,LB71337,Jibchit,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71341,71341,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71341,Mazraat Chalbaal,مزرعة شلبعل,LB71341,Mazraat Chalbaal,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71344,71344,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71344,Mayfadoun,ميفدون,LB71344,Mayfadoun,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71347,71347,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71347,Aadchit Ech-Chqif,عدشيت الشقيف,LB71347,Aadchit Ech-Chqif,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71351,71351,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71351,Aabba,عبا,LB71351,Aabba,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71354,71354,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71354,Kfar Djal En-Nabatiyeh,كفردجال,LB71354,Kfar Djal En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71357,71357,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71357,Mazraat Dmoul,مزرعة دمول,LB71357,Mazraat Dmoul,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71361,71361,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71361,Ansar,إنصار,LB71361,Ansar,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71364,71364,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71364,Zaoutar El-Gharbiyeh,زوطر الغربية,LB71364,Zaoutar El-Gharbiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71367,71367,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71367,Zaoutar Ech-Charqiyeh,زوطر الشرقية,LB71367,Zaoutar Ech-Charqiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71371,71371,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71371,Hamra En-Nabattiyeh,الحمرا النبطية,LB71371,Hamra En-Nabattiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71374,71374,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71374,Qsaibet En-Nabatiyeh,قصيبة النبطية,LB71374,Qsaibet En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71377,71377,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71377,Arnoun,أرنون,LB71377,Arnoun,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71381,71381,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71381,Qaaqaaiyet Ej-Jisr,قعقعية الجسر,LB71381,Qaaqaaiyet Ej-Jisr,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71384,71384,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71384,Mazraat Qalaat El-Meis,مزرعة قلعة ميس,LB71384,Mazraat Qalaat El-Meis,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71386,71386,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71386,Mazraat Bsaffour,مزرعة بصفُور,LB71386,Mazraat Bsaffour,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71387,71387,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71387,Braiqeaa,بريقع,LB71387,Braiqeaa,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71391,71391,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71391,Kfar Sir,كفرصير,LB71391,Kfar Sir,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71394,71394,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71394,Yohmor En-Nabatiyeh,يحمر,LB71394,Yohmor En-Nabatiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:71397,71397,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:44,1603:16:422:3:71397,Sir El-Gharbiyeh,صير الغربية,LB71397,Sir El-Gharbiyeh,,,,,El Nabatieh,النبطية,LB44,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72111,72111,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72111,Bent Jbayl,بنت جبيل,LB72111,Bent Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72119,72119,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72119,Aaynata Bent Jbayl,عيناتا بنت جبيل,LB72119,Aaynata Bent Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72127,72127,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72127,Maroun Er-Ras,مارون الراس,LB72127,Maroun Er-Ras,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72135,72135,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72135,Salhani,الصلحاني,LB72135,Salhani,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72143,72143,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72143,Aain Ibl,عين ابل,LB72143,Aain Ibl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72151,72151,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72151,Aaintaroun,عيترون,LB72151,Aaintaroun,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72159,72159,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72159,Yaroun,يارون,LB72159,Yaroun,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72167,72167,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72167,Rmaich,رميش,LB72167,Rmaich,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72175,72175,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72175,Qatmoun,قطموم,LB72175,Qatmoun,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72183,72183,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72183,Aayta Ech-Chaab,عيتا الشعب,LB72183,Aayta Ech-Chaab,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72191,72191,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72191,Ramyet Bent Jbayl,رامية بنت جبيل,LB72191,Ramyet Bent Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72211,72211,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72211,Tibnine,تبنين,LB72211,Tibnine,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72214,72214,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72214,Soultaniyet Bent Jbayl,سلطانية ,LB72214,Soultaniyet Bent Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72217,72217,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72217,Safad Al-Battikh,صفد البطيخ,LB72217,Safad Al-Battikh,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72221,72221,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72221,Jmaijmeh,جميجمة,LB72221,Jmaijmeh,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72224,72224,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72224,Aaita Ej-Jabal,عيتا الجبل الزط,LB72224,Aaita Ej-Jabal,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72227,72227,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72227,Baraachit,برعشيت,LB72227,Baraachit,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72229,72229,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72229,Chaqra,شقرا ,LB72229,Chaqra,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72231,72231,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72231,Haddatha,حداثا,LB72231,Haddatha,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72234,72234,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72234,Khirbet Selm,خربة سلم,LB72234,Khirbet Selm,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72237,72237,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72237,Beit Yahoun,بيت ياحون,LB72237,Beit Yahoun,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72241,72241,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72241,Haris,حاريص,LB72241,Haris,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72244,72244,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72244,Deir Ntar,دير نطار,LB72244,Deir Ntar,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72247,72247,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72247,Kfar Dounine,كفر دونين,LB72247,Kfar Dounine,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72251,72251,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72251,Kounine,كونين,LB72251,Kounine,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72254,72254,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72254,Tiri,طيري,LB72254,Tiri,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72257,72257,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72257,Kafra Bant Jbayl,كفرا بنت جبيل,LB72257,Kafra Bant Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72261,72261,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72261,Qalaouiyeh,قلويه,LB72261,Qalaouiyeh,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72264,72264,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72264,Borj qalaouiyeh,برج قلويه,LB72264,Borj qalaouiyeh,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72267,72267,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72267,Srobbine,صربين,LB72267,Srobbine,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72271,72271,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72271,Rachaf,رشاف,LB72271,Rachaf,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72274,72274,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72274,Ghandouriyet Bent Jbayl,غندورية بنت جبيل,LB72274,Ghandouriyet Bent Jbayl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72276,72276,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72276,Froun,فرون,LB72276,Froun,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72277,72277,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72277,Yater,ياطر,LB72277,Yater,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72281,72281,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72281,Debl,دبل امية,LB72281,Debl,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72284,72284,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72284,Hanine,حنين,LB72284,Hanine,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72287,72287,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72287,Beit Lif,بيت ليف,LB72287,Beit Lif,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:72291,72291,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:41,1603:16:422:3:72291,Qaouzah,قوزح,LB72291,Qaouzah,,,,,Bent Jbeil,بنت جبيل,LB41,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73111,73111,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73111,Marjaayoun,مرجعيون,LB73111,Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73116,73116,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73116,Boueyda Marjaayoun,بويضة مرجعيون,LB73116,Boueyda Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73119,73119,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73119,Dibbine,دبين,LB73119,Dibbine,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73127,73127,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73127,Ibl Es-Saqi,إبل السقي,LB73127,Ibl Es-Saqi,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73135,73135,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73135,Blat Marjaayoun,بلاط مرجعيون,LB73135,Blat Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73143,73143,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73143,Mazraat Doumiat,مزرعة دمياط,LB73143,Mazraat Doumiat,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73146,73146,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73146,Borj El-Moulouk,برج الملوك,LB73146,Borj El-Moulouk,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73151,73151,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73151,Qlaiaa,قليعة,LB73151,Qlaiaa,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73159,73159,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73159,Khiyam Marjaayoun,الخيام,LB73159,Khiyam Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73162,73162,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73162,Aain Aarab Marjaayoun,عين عرب مرجعيون,LB73162,Aain Aarab Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73167,73167,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73167,Deir Mimas,دير ميماس,LB73167,Deir Mimas,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73175,73175,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73175,Mazraat Sarada,مزرعة  سردة,LB73175,Mazraat Sarada,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73183,73183,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73183,Houra,حوره,LB73183,Houra,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73191,73191,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73191,Aamra,عمرة,LB73191,Aamra,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73211,73211,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73211,Aadaysseh Marjaayoun,عديسة مرجعيون,LB73211,Aadaysseh Marjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73226,73226,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73226,Bany haiyane,بني حيان,LB73226,Bany haiyane,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73228,73228,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73228,Kfar Kila,كفركيلا,LB73228,Kfar Kila,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73230,73230,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73230,Deir Siriane,دير سريان,LB73230,Deir Siriane,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73232,73232,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73232,Taybet Matjaayoun,طيبة مرجعيون,LB73232,Taybet Matjaayoun,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73234,73234,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73234,Houla,حولا,LB73234,Houla,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73244,73244,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73244,Talloussa,طلوسة,LB73244,Talloussa,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:73245,73245,1603:16:422:0,1603:16:422:1:4,1603:16:422:2:43,1603:16:422:3:73245,Markaba,مركبا,LB73245,Markaba,,,,,Marjaayoun,مرجعيون,LB43,El Nabatieh,النبطية,LB4,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
