#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:35183,35183,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35183,Borj Aakkar,البرج عكار,LB35183,Borj Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35185,35185,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35185,Aaiyat,عيات,LB35185,Aaiyat,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35187,35187,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35187,Aain Yaaqoub,عين يعقوب,LB35187,Aain Yaaqoub,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35189,35189,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35189,Bezbina,بزبينا,LB35189,Bezbina,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35191,35191,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35191,Aakkar El-Aatiqa,عكار العتيقة,LB35191,Aakkar El-Aatiqa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35211,35211,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35211,Tall Aabbas El-Gharbi,تلعباس غربي,LB35211,Tall Aabbas El-Gharbi,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35213,35213,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35213,Tall Aabbas Ech-Charqi,تل عباس الشرقي,LB35213,Tall Aabbas Ech-Charqi,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35215,35215,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35215,Koueikhat,الكويخات,LB35215,Koueikhat,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35216,35216,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35216,Khreibet Ej-Jindi,خريبة الجندي,LB35216,Khreibet Ej-Jindi,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35217,35217,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35217,Saadine,سعدين,LB35217,Saadine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35219,35219,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35219,Haouchab,هوشب,LB35219,Haouchab,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35221,35221,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35221,Hayssa,الحيصة,LB35221,Hayssa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35223,35223,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35223,Hokr Etti,حكر قتة,LB35223,Hokr Etti,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35224,35224,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35224,Chir Hmairine,شير حمارين,LB35224,Chir Hmairine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35225,35225,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35225,Darine,دارين,LB35225,Darine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35227,35227,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35227,Sammouniyeh,السمونيه,LB35227,Sammouniyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35229,35229,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35229,Massaaoudiyeh,المسعودية,LB35229,Massaaoudiyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35231,35231,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35231,Tall Meaayan Tall Kiri,تلمعيان,LB35231,Tall Meaayan Tall Kiri,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35233,35233,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35233,Qaabrine,قعبرين,LB35233,Qaabrine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35234,35234,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35234,Kfar Melki Aakkar,كفرملكي,LB35234,Kfar Melki Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35235,35235,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35235,Tall Bireh,تلبيرة,LB35235,Tall Bireh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35237,35237,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35237,Tall Hmayra,تلحميرة,LB35237,Tall Hmayra,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35239,35239,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35239,Hokr Jouret Srar,حكر جورة سرار,LB35239,Hokr Jouret Srar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35241,35241,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35241,Barcha,برشا,LB35241,Barcha,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35243,35243,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35243,Qleiaat Aakkar,القليعات,LB35243,Qleiaat Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35245,35245,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35245,Kneisset Aakkar,الكنيسة,LB35245,Kneisset Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35247,35247,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35247,Tall Sebaal,تل سبعل,LB35247,Tall Sebaal,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35249,35249,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35249,Aabboudiyeh,العبودية,LB35249,Aabboudiyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35251,35251,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35251,Mighraq Aakkar,المغراق,LB35251,Mighraq Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35253,35253,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35253,Hokr Ed-Dahri,حكر الضاهري,LB35253,Hokr Ed-Dahri,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35255,35255,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35255,Marlaya Melhem,مار ليا ملحم,LB35255,Marlaya Melhem,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35257,35257,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35257,Kharnoubet Aakkar,الخرنوبه,LB35257,Kharnoubet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35259,35259,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35259,Semmaqli,سمقالي,LB35259,Semmaqli,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35261,35261,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35261,Mqaiteaa,المقيطع,LB35261,Mqaiteaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35263,35263,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35263,Janine,جنين,LB35263,Janine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35265,35265,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35265,Aamaret Aakkar,عماره,LB35265,Aamaret Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35267,35267,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35267,Cheikh Zennad,الشيخ زناد,LB35267,Cheikh Zennad,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35269,35269,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35269,Qoubber Chamra,قبة شمرا,LB35269,Qoubber Chamra,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35271,35271,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35271,Sammaqiyeh,السماقية,LB35271,Sammaqiyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35273,35273,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35273,AAridet Cheikh Zennad,العريضة,LB35273,AAridet Cheikh Zennad,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35275,35275,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35275,Bebnine,ببنين,LB35275,Bebnine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35277,35277,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35277,Mhammaret,المحمرة,LB35277,Mhammaret,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35281,35281,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35281,Rmoul,رمول,LB35281,Rmoul,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35311,35311,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35311,Sayssouq,سيسوق,LB35311,Sayssouq,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35314,35314,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35314,Berqayel,برقايل,LB35314,Berqayel,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35316,35316,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35316,Bzal,بزال,LB35316,Bzal,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35317,35317,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35317,Qloud El-Baqieh,قلود الباقية,LB35317,Qloud El-Baqieh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35318,35318,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35318,Dinbou,دنبو عين الذهب,LB35318,Dinbou,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35320,35320,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35320,Chane,شان,LB35320,Chane,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35321,35321,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35321,Beit Younes,بيت يونس,LB35321,Beit Younes,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35322,35322,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35322,Houaich,الحويش,LB35322,Houaich,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35324,35324,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35324,Sfaynet El-Qaitaa,سفينة القيطع,LB35324,Sfaynet El-Qaitaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35325,35325,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35325,Qabaait,قبعيت,LB35325,Qabaait,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35326,35326,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35326,Habchit,حبشيت,LB35326,Habchit,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35327,35327,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35327,Sadaqa,صدقة,LB35327,Sadaqa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35328,35328,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35328,Hrar,حرار,LB35328,Hrar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35330,35330,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35330,Khreibet Aakkar,الخريبة,LB35330,Khreibet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35331,35331,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35331,Hmaireh Aakkar,الحميرة,LB35331,Hmaireh Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35334,35334,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35334,Qraiyat,القريات,LB35334,Qraiyat,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35337,35337,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35337,Beit Ayoub,بيت ايوب,LB35337,Beit Ayoub,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35341,35341,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35341,Qardaf,القرقف,LB35341,Qardaf,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35344,35344,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35344,Jdeidet El-Qaitaa,جديدة القيطع,LB35344,Jdeidet El-Qaitaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35347,35347,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35347,Aayoun El-Ghizlane,عيون الغزلان,LB35347,Aayoun El-Ghizlane,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35351,35351,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35351,Michmich Aakkar,مشمش,LB35351,Michmich Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35352,35352,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35352,Qornet Aakkar,القرنة,LB35352,Qornet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35353,35353,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35353,Fnaydeq,النبي خالد,LB35353,Fnaydeq,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35354,35354,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35354,Majdala,مجدلا,LB35354,Majdala,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35356,35356,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35356,Tshea,تاشع,LB35356,Tshea,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35357,35357,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35357,Rahbeh,رحبة,LB35357,Rahbeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35364,35364,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35364,Ouadi El-Jamous,وادي الجاموس,LB35364,Ouadi El-Jamous,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35367,35367,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35367,Beit El-Haouch,بيت الحوش,LB35367,Beit El-Haouch,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35371,35371,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35371,Menneaa,ممنع,LB35371,Menneaa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35402,35402,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35402,Cheikhlar,شيخلار,LB35402,Cheikhlar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35404,35404,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35404,Rmah,رماح النهريه,LB35404,Rmah,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35406,35406,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35406,Kfar Noun,كفرنون,LB35406,Kfar Noun,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35408,35408,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35408,Bardeh,بردي,LB35408,Bardeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35410,35410,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35410,Khirbet Er Remmane,خربة الرمان,LB35410,Khirbet Er Remmane,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35411,35411,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35411,Sindianet Zeidane,سنديانة زيدان,LB35411,Sindianet Zeidane,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35412,35412,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35412,Fraydes Aakkar,فريديس,LB35412,Fraydes Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35414,35414,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35414,Mounjez,منجز,LB35414,Mounjez,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35415,35415,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35415,Qsair Aakkar,القصير,LB35415,Qsair Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35416,35416,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35416,Biret Aakkar,البيره عكار,LB35416,Biret Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35417,35417,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35417,Khirbet Daoud Aakkar,خربة داوود,LB35417,Khirbet Daoud Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35419,35419,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35419,Daghleh,الدغلة,LB35419,Daghleh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35420,35420,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35420,Aaouaainat Aakkar,العوينات,LB35420,Aaouaainat Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35421,35421,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35421,Aamriyet Aakkar,العمارية,LB35421,Aamriyet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35423,35423,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35423,Kafr,كفر الفتوح,LB35423,Kafr,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
